campaign_id,campaign_name,campaign_type,target_audience,channel,date,spend,views,clicks,conversions,revenue
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,2025-04-30,3963.24,41282.0,1257.0,283.0,20289.2
DBB_2025,Don't Burn for Beauty,Social Impact,Adults,YouTube,2025/07/23,4461.34,219492.0,12439.0,745.0,29551.87
NF_2025,Nature First,Brand Image,Young Adults,Instagram,2025-05-15,5819.3,26679.0,391.0,23.0,2063.57
PL_2025,Product Launch,Product Launch,Seniors,Facebook,2025-01-21,9809.84,58206.0,3050.0,152.0,17673.62
DBB_2025,Don't Burn for Beauty,Social Impact,Adults,YouTube,2025-07-22,5058.17,142606.0,4287.0,58.0,2251.15
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,Facebook,2025-07-22,5249.13,87931.0,6236.0,,14985.76
NF_2025,Nature First,Brand Image,Gen Z,TikTok,2025-05-10,4084.67,,12746.0,56.0,2766.56
NF_2025,Nature First,Brand Image,Parents,Instagram,2025-03-19,5487.78,51990.0,,36.0,2545.96
SS_2025,Summer Sale,Seasonal Sale,Gen Z,YouTube,2025-06-17,4462.92,278624.0,20730.0,2272.0,95779.87
AAR_2025 ,Anti-Aging Routine,Product Education,Young Adults,Instagram,2025-06-08,5578.94,51982.0,2222.0,0.0,0.0
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Instagram,2025-05-11,5343.49,187198.0,6986.0,1139.0,77742.5
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,Facebook,2025-07-01,5729.94,167526.0,14463.0,532.0,20867.53
SCA_2025,Skin Cancer Awareness,Educational Awareness,Young Adults,YouTube,2025-05-04,14382.86,1298051.0,52591.0,1148.0,23398.62
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Instagram,2025-06-04,3520.58,62500.0,3167.0,306.0,21511.22
AAR_2025,Anti-Aging Routine, Product Education,Young Adults,Email,2025-02-07,3241.71,16205.0,786.0,282.0,26171.08
AAR_2025,Anti-Aging Routine,Product Education,Adults,youtube,2025-02-04,6303.12,64879.0,2236.0,996.0,77214.78
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,YouTube,2025-07-21,5482.6,453365.0,33921.0,481.0,17651.56
SCA_2025,Skin Cancer Awareness,Educational Awareness,Adults,Facebook,05-24-2025,10987.52,,10078.0,,5784.02
SS_2025,Summer Sale,Seasonal Sale,Gen Z,Instagram,2025-06-24,7390.12,86543.0,5537.0,802.0,37344.72
HP_2025,Holiday Prep,Seasonal Education,Adults,Facebook,2025-11-24,3696.48,,648.0,254.0,13845.88
NF_2025,Nature First,Brand Image,Young Adults,YouTube,2025-02-28,8269.31,100627.0,1989.0,35.0,2933.88
AAR_2025,Anti-Aging Routine,Product Education,Adults,YouTube,2025-01-16,3767.25,72447.0,1584.0,293.0,21069.82
PL_2025,Product Launch,Product Launch,Seniors,Facebook,2025-01-18,8895.28,97375.0,5113.0,174.0,16390.02
SS_2025,Summer Sale,Seasonal Sale,Young Adults ,Instagram,2025-05-31,7184.43,296579.0,22279.0,4369.0,159231.25
NF_2025,Nature First,Brand Image,Young Adults,YouTube,2025-04-06,8675.76,103819.0,4324.0,131.0,8433.78
HP_2025,Holiday Prep, Seasonal Education,Parents,Instagram,2025-11-24,2841.2,13923.0,1651.0,585.0,47205.77
SCA_2025,Skin Cancer Awareness,Educational Awareness,Young Adults,YouTube,2025-05-05,9317.13,1031385.0,17201.0,165.0,3340.69
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,YouTube,2025-05-30,12659.16,527172.0,57173.0,1844.0,25665.66
NF_2025,Nature First,Brand Image,Parents,Email,2025-03-19,5300.78,25616.0,981.0,25.0,1747.48
SS_2025,Summer Sale,Seasonal Sale,Adults,Email,2025-07-10,5285.72,30762.0,3016.0,520.0,33098.9
AAR_2025,Anti-Aging Routine,Product Education, Adults,YouTube ,2025-03-05,4694.34,30937.0,1155.0,372.0,31131.15
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,Instagram,2025-05-03,30146.77,1402405.0,115183.0,3785.0,74132.85
AAR_2025,Anti-Aging Routine,Product Education,Seniors,LinkedIn,2025-03-15,2376.0,12676.0,297.0,117.0,15080.24
HP_2025,Holiday Prep,Seasonal Education,Adults,Instagram,2025-11-02,4693.88,17727.0,1142.0,221.0,20596.55
NF_2025,Nature First,Brand Image,Parents,Instagram,2025-05-06,4338.86,47295.0,1951.0,,1064.72
NF_2025,Nature First,Brand Image,Gen Z,TikTok,2025-05-08,7250.82,119076.0,3445.0,72.0,5767.6
SCA_2025,Skin Cancer Awareness,Educational Awareness,Seniors,LinkedIn,2025-05-28,3864.21,107854.0,3856.0,81.0,2842.46
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,YouTube,2025-04-18,4492.09,68993.0,2980.0,159.0,8943.27
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,Instagram,2025-06-28,952.34,98464.0,0.0,0.0,
PL_2025,Product Launch,Product Launch,Seniors,LinkedIn,2025-01-17,8452.43,128158.0,3300.0,103.0,12152.85
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Facebook,05-12-2025,5499.31,206486.0,8604.0,604.0,28356.46
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Instagram,2025-07-20,12735.43,268251.0,12655.0,1941.0,81727.46
AAR_2025,Anti-Aging Routine,Product Education,Adults,Email,2025-04-19,3533.42,8701.0,0.0,0.0,0.0
SS_2025,Summer Sale,Seasonal Sale,Young Adults,YouTube,2025-06-22,7961.48,219723.0,28580.0,1689.0,109455.52
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,YouTube,2025-05-11,45489.03,9508916.0,1588189.0,35930.0,513634.1
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,TikTok,2025-05-30,89475.43,9968948.0,318222.0,,794627.44
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,Instagram,2025-07-30,9619.46,355358.0,14379.0,348.0,11673.6
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Email,2025-03-06,5087.83,26291.0,2695.0,541.0,50034.55
NF_2025,Nature First,Brand Image,Gen Z,Instagram,2025-04-24,3775.6,55449.0,1128.0,34.0,2204.38
NF_2025,Nature First,Brand Image,Young Adults,Instagram,2025-05-29,5113.59,62819.0,1651.0,22.0,1421.01
NF_2025,Nature First,Brand Image,Parents,Email,2025-03-07,5633.37,24602.0,1848.0,121.0,8714.8
AAR_2025,Anti-Aging Routine,Product Education,Seniors,LinkedIn,2025-03-18,2327.19,5983.0,,66.0,6324.71
SCA_2025,Skin Cancer Awareness, Educational Awareness, Seniors,linkedin,2025-05-18,8711.13,110480.0,2148.0,61.0,3014.36
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,YouTube,2025-05-05,18974.05,2986827.0,218318.0,5231.0,134321.33
SCA_2025,Skin Cancer Awareness,Educational Awareness,Young Adults,Instagram,2025-05-01,13062.99,829042.0,36723.0,945.0,23216.93
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,TikTok,2025-03-20,3619.36,249267.0,6560.0,442.0,6525.72
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,Instagram,2025-04-08,13171.79,933828.0,72199.0,3445.0,94532.87
SS_2025,Summer Sale,Seasonal Sale,Gen Z,Instagram,2025-07-13,11270.91,521311.0,51681.0,2601.0,102922.03
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Email,2025-04-23,3673.52,17691.0,1161.0,336.0,
HP_2025,Holiday Prep,Seasonal Education,Parents,Email,2025-11-08,4571.6,9481.0,984.0,753.0,47025.92
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Instagram,2025-06-03,5230.52,72958.0,1736.0,246.0,24714.54
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,instagram,2025-05-22,4705.28,26704.0,940.0,122.0,9508.68
SS_2025,Summer Sale,Seasonal Sale,Adults,Email,2025-07-17,6865.91,46148.0,2750.0,1263.0,72840.85
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,Facebook,2025-04-02,,412119.0,,2325.0,100123.56
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Instagram,2025-06-26,4969.23,44851.0,3146.0,290.0,18283.66
AAR_2025,Anti-Aging Routine,Product Education,Adults,LinkedIn,2025-01-18,4575.33,10933.0,216.0,83.0,8984.83
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,Instagram,2025-04-09,14271.64,1056018.0,68012.0,5389.0,151674.43
PL_2025,Product Launch,Product Launch,Adults,Facebook,2025-02-01,9074.63,106381.0,3558.0,90.0,7814.02
PL_2025,Product Launch,Product Launch,Young Adults,TikTok,2025-02-05,11969.49,349211.0,26136.0,289.0,16750.12
SS_2025,Summer Sale,Seasonal Sale,Adults,Email,2025-07-06,5122.1,27135.0,1895.0,1673.0,124728.61
PL_2025,Product Launch,Product Launch,Seniors,Facebook,2025-03-15,13010.24,105959.0,3701.0,136.0,14836.75
DBB_2025,Don't Burn for Beauty , Social Impact,Adults,Facebook,2025-08-11,9059.86,403444.0,24251.0,520.0,25909.21
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,TikTok ,2025-05-29,36990.16,4898782.0,470666.0,9559.0,308545.9
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,Instagram,2025-05-15,4819.04,180239.0,17045.0,611.0,15831.4
AAR_2025,Anti-Aging Routine,Product Education,Adults,Email,2025-05-21,2801.39,19563.0,1522.0,565.0,43527.44
NF_2025,Nature First,Brand Image,Young Adults,LinkedIn,2025-03-14,4250.74,39523.0,1108.0,,1924.39
DBB_2025,Don't Burn for Beauty,Social Impact,Adults,Facebook,2025-07-02,6085.98,147083.0,6556.0,237.0,7203.32
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,YouTube,2025-05-29,5948.19,80888.0,3728.0,278.0,23346.13
SS_2025,Summer Sale,Seasonal Sale,Adults,Facebook,2025-06-20,4663.09,31872.0,626.0,142.0,8338.12
HP_2025,Holiday Prep,Seasonal Education,Adults,Email,10-26-2025,5060.82,15923.0,1485.0,1357.0,128743.62
PL_2025,Product Launch,Product Launch,Seniors,Email,2025-02-04,12526.81,62414.0,5322.0,761.0,73418.4
HP_2025,Holiday Prep,Seasonal Education,Adults,Facebook,2025-11-14,5266.41,43212.0,4182.0,718.0,38143.32
NF_2025,Nature First,Brand Image,Gen Z,TikTok,2025-04-06,6646.0,185764.0,5762.0,119.0,9560.13
BF_2025,Black Friday ,Seasonal Sale,Young Adults,TikTok,2025-11-25,16936.03,535016.0,78674.0,,847740.18
NF_2025,Nature First,Brand Image,Gen Z,TikTok,2025-05-11,8588.73,133417.0,3078.0,43.0,3428.84
NF_2025,Nature First,Brand Image,Young Adults,YouTube,2025-05-27,7288.39,169607.0,4126.0,,3086.56
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Instagram,2025-07-01,8740.51,113676.0,3083.0,278.0,19625.27
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,Facebook,2025-05-19,5168.9,215345.0,18691.0,689.0,28953.68
PL_2025,Product Launch,Product Launch,Young Adults,TikTok,2025-02-21,15370.38,369413.0,8809.0,124.0,8700.26
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Instagram,2025-07-13,5288.52,58129.0,1819.0,198.0,43792.43
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,YouTube,2025-04-30,93236.57,4860257.0,84767.0,6083.0,266439.25
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Instagram,2025-06-18,20276.26,489430.0,12983.0,1493.0,103156.81
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,YouTube,2025-03-20,23881.26,1433891.0,93115.0,2377.0,73833.76
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,YouTube,2025-08-10,2544.9,197238.0,20299.0,646.0,26225.66
NF_2025,Nature First,Brand Image,Young Adults,LinkedIn,2025-03-16,7618.69,35730.0,349.0,9.0,715.54
NF_2025,Nature First,Brand Image,Parents,Email,2025-04-15,3790.93,24175.0,1215.0,70.0,6001.9
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,2025-01-28,3923.84,30285.0,1995.0,649.0,72846.96
NF_2025,Nature First,Brand Image,Young Adults,YouTube,2025-05-16,7660.56,249742.0,10405.0,191.0,16635.37
SS_2025,Summer Sale,Seasonal Sale,Gen Z,YouTube,2025-06-19,10251.68,374832.0,36256.0,1872.0,72777.14
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Facebook,2025-07-27,3703.42,70196.0,5025.0,247.0,9614.64
SS_2025,Summer Sale,Seasonal Sale,Parents,Facebook,2025-07-10,10916.25,176127.0,,807.0,57765.89
 NF_2025,Nature First,Brand Image,Parents,Facebook,2025-04-23,3866.88,26966.0,556.0,12.0,683.23
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Email,2025-05-28,4784.34,11988.0,489.0,394.0,43723.64
NF_2025,Nature First,Brand Image,Young Adults,LinkedIn,2025-03-18,7097.24,85192.0,3222.0,40.0,2678.74
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,08/03/2025,3668.31,43821.0,944.0,197.0,13017.03
PL_2025,Product Launch,Product Launch,Adults,Facebook,2025-02-06,28010.77,594298.0,30927.0,899.0,53495.58
BF_2025,Black Friday,Seasonal Sale,Seniors,Facebook,2025-11-19,5395.03,54617.0,3020.0,1173.0,83282.41
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,YouTube,2025-05-21,46980.34,,384901.0,0.0,0.0
SCA_2025,Skin Cancer Awareness,Educational Awareness,Adults,Facebook,2025-05-04,6713.49,224087.0,5041.0,105.0,4234.55
DBB_2025,Don't Burn for Beauty,Social Impact,Adults,LinkedIn,2025-08-04,5491.39,188727.0,12609.0,265.0,7819.42
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Facebook,2025-04-12,3282.12,20032.0,1144.0,182.0,17699.43
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Facebook,2025-05-20,8135.2,212974.0,4439.0,546.0,37228.48
SS_2025,Summer Sale,Seasonal Sale,Adults,Facebook,2025-05-26,6476.31,153427.0,5524.0,664.0,51192.47
PL_2025,Product Launch,Product Launch,Adults,Email,2025-03-25,26198.52,217371.0,20579.0,2421.0,237880.91
BF_2025,Black Friday,Seasonal Sale,Parents,Instagram,2025-11-23,4344.85,37709.0,5232.0,782.0,52746.5
SS_2025,Summer Sale,Seasonal Sale,Gen Z,Instagram,2025-05-22,10696.21,239105.0,18027.0,1704.0,78890.65
NF_2025,Nature First,Brand Image,Young Adults ,LinkedIn,2025-03-28,5005.49,32820.0,2412.0,0.0,0.0
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Email,2025-04-19,5068.51,15125.0,690.0,153.0,
 NF_2025,Nature First,Brand Image,Gen Z,TikTok,2025-02-23,8370.04,285400.0,12296.0,123.0,6082.76
SS_2025,Summer Sale,Seasonal Sale,Parents,Instagram,2025-07-09,4567.72,40328.0,1677.0,177.0,9255.61
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Facebook,2025-03-13,4544.54,62519.0,1855.0,513.0,33456.23
SS_2025,Summer Sale,Seasonal Sale,Gen Z,TikTok,2025-07-02,6552.71,291396.0,10555.0,630.0,25941.67
PL_2025,Product Launch,Product Launch,Seniors,Email,2025-03-10,5848.33,22146.0,1616.0,554.0,
BF_2025,Black Friday,Seasonal Sale,Young Adults,facebook,2025-11-29,24763.31,505606.0,30826.0,6595.0,679461.74
TSF_2025 ,TikTok Skin Fails,Trend Counter,Young Adults,Facebook,2025-06-10,96065.06,5509413.0,535239.0,3116.0,161553.7
PL_2025,Product Launch,Product Launch,Young Adults,Instagram,2025-03-29,13545.79,535278.0,21900.0,664.0,62355.68
AAR_2025,Anti-Aging Routine,Product Education,Seniors,LinkedIn,2025-04-17,2574.01,5484.0,133.0,30.0,
AAR_2025,Anti-Aging Routine,Product Education,Adults,YouTube,2025-02-21,4693.34,37988.0,897.0,109.0,10455.37
BF_2025,Black Friday,Seasonal Sale,Parents,Email,2025-11-22,1958.98,16535.0,1083.0,796.0,
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Facebook,2025-03-12,3067.12,,,122.0,14610.96
SS_2025,Summer Sale,Seasonal Sale ,Young Adults,Facebook,2025-06-29,10342.6,214573.0,8618.0,1257.0,58750.18
NF_2025,Nature First,Brand Image,Parents,Email,2025-04-28,4968.68,43426.0,0.0,0.0,0.0
DBB_2025,Don't Burn for Beauty,Social Impact,Gen Z,Instagram,2025-07-10,8750.26,544812.0,29492.0,613.0,23234.0
PL_2025,Product Launch,Product Launch,Adults,Facebook,2025-03-21,15636.85,359669.0,18452.0,,40004.66
SS_2025,Summer Sale,Seasonal Sale,Adults,Email,2025-05-17,4557.77,17595.0,1116.0,768.0,41357.85
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Email,2025-02-04,3514.83,6983.0,252.0,132.0,11581.67
AAR_2025,Anti-Aging Routine,Product Education,Adults,YouTube,2025-05-18,3972.57,16046.0,536.0,162.0,16882.31
PL_2025,Product Launch,Product Launch,Adults,Instagram,2025-01-25,6587.55,67262.0,1734.0,31.0,3062.23
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Facebook,2025-05-16,4268.33,66482.0,6588.0,248.0,9025.27
SS_2025, Summer Sale,Seasonal Sale,Adults,LinkedIn,2025-07-07,3183.22,19633.0,397.0,40.0,2315.13
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,2025-04-10,4602.6,40853.0,1100.0,330.0,34998.34
NF_2025,Nature First,Brand Image,Young Adults,YouTube,14.05.2025,6056.03,145740.0,3216.0,104.0,6583.09
SCA_2025,Skin Cancer Awareness,Educational Awareness,Young Adults,YouTube,2025-05-15,12413.92,568332.0,10486.0,67.0,2342.04
SS_2025,Summer Sale,Seasonal Sale,Gen Z,Instagram,2025-06-11,4987.26,117978.0,4333.0,470.0,29696.16
PL_2025,Product Launch,Product Launch,Seniors,LinkedIn,2025-01-31,11395.56,157340.0,7862.0,321.0,24037.98
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Email,2025-02-26,4086.38,16774.0,416.0,75.0,5776.06
SS_2025,Summer Sale,Seasonal Sale,Adults,LinkedIn,2025-05-30,2054.02,18087.0,825.0,34.0,1444.63
AAR_2025,Anti-Aging Routine,Product Education,Adults,Email,2025-05-14,2832.21,6793.0,521.0,199.0,23476.83
SCA_2025,Skin Cancer Awareness,Educational Awareness,Adults,YouTube,2025-05-06,4373.9,338221.0,11234.0,311.0,
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,YouTube,2025-05-30,2166.42,247883.0,23514.0,712.0,18271.61
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,2025-05-10,4307.27,24811.0,0.0,0.0,0.0
NF_2025,Nature First,Brand Image,Gen Z,YouTube,21.04.2025,8412.32,208476.0,4455.0,266.0,20062.26
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,Instagram,2025-07-29,12816.38,419477.0,0.0,0.0,0.0
PL_2025,Product Launch,Product Launch,Young Adults,Instagram,2025-03-10,13074.57,238100.0,10501.0,0.0,0.0
BF_2025,Black Friday,Seasonal Sale,Gen Z,YouTube,2025-12-05,18339.6,334542.0,42404.0,8825.0,518096.09
PL_2025,Product Launch,Product Launch,Seniors,Email,2025-03-13,15063.56,51411.0,3113.0,296.0,32057.68
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,YouTube,2025-04-28,83676.15,6040817.0,127484.0,7327.0,127266.46
NF_2025,Nature First,Brand Image,Gen Z,TikTok,2025-04-16,3426.69,136543.0,5703.0,36.0,1703.62
NF_2025,Nature First,Brand Image,Young Adults,Instagram,2025-06-03,6491.62,123296.0,0.0,0.0,0.0
NF_2025,Nature First,Brand Image,Young Adults,Instagram,2025-04-11,5970.57,147120.0,3336.0,46.0,4183.22
SS_2025,Summer Sale,Seasonal Sale,Parents,Facebook,2025-07-04,5454.64,54950.0,2282.0,424.0,23447.1
PL_2025,Product Launch,Product Launch,Adults,Facebook,2025-02-23,15429.06,396321.0,9350.0,313.0,32610.0
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Email,2025-02-24,4005.07,22218.0,1550.0,1021.0,54787.12
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,2025-05-16,5162.54,29272.0,1437.0,221.0,21724.28
PL_2025, Product Launch,Product Launch,Adults,Instagram,2025-03-30,20883.53,401369.0,6653.0,356.0,22472.91
AAR_2025,Anti-Aging Routine,Product Education,Adults ,YouTube,2025-05-14,4227.65,28902.0,0.0,0.0,0.0
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Facebook,2025-03-26,3660.89,21328.0,564.0,148.0,20339.12
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Facebook,2025-02-16,4230.11,25391.0,496.0,61.0,9581.75
NF_2025,Nature First,Brand Image,Gen Z,YouTube,2025-04-07,4440.24,160312.0,7500.0,123.0,5548.84
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Email,2025-07-22,4441.68,43778.0,2809.0,1027.0,51695.51
NF_2025,Nature First,Brand Image,Parents,Email,2025-03-29,3098.07,13408.0,1370.0,90.0,6615.68
NF_2025,Nature First,Brand Image,Gen Z,TikTok,2025-05-15,6999.3,152893.0,3826.0,34.0,2334.74
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Facebook,2025-01-28,3312.8,23869.0,540.0,112.0,11929.59
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,YouTube,2025-07-01,7149.31,617924.0,49986.0,1994.0,75565.74
NF_2025,Nature First,Brand Image,Young Adults,Instagram,2025-05-03,6192.2,134658.0,3904.0,198.0,16788.37
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Instagram,2025-06-02,3711.8,21148.0,644.0,70.0,3721.44
PL_2025,Product Launch,Product Launch,Young Adults,YouTube,2025-01-31,14046.44,279258.0,10652.0,115.0,6550.02
AAR_2025,Anti-Aging Routine,Product Education,Adults,LinkedIn,2025-02-05,2752.84,15200.0,630.0,56.0,7203.15
PL_2025,Product Launch,Product Launch,Young Adults,Instagram,2025-02-27,8557.38,160483.0,12146.0,541.0,38636.8
NF_2025,Nature First,Brand Image ,Young Adults,Instagram,2025-04-23,5346.22,114719.0,2470.0,42.0,3060.08
NF_2025,Nature First,Brand Image,Young Adults,LinkedIn,2025-04-29,5809.96,34774.0,1723.0,54.0,4217.74
NF_2025,Nature First,Brand Image,Gen Z,Instagram,2025-03-05,5281.0,79220.0,2103.0,80.0,5115.46
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,Facebook,2025-08-10,3310.72,83408.0,3147.0,285.0,12221.88
AAR_2025,Anti-Aging Routine,Product Education,Adults,Email,2025-05-30,5099.72,41068.0,2591.0,1180.0,132094.3
NF_2025,Nature First,Brand Image, Gen Z,TikTok,2025-06-02,5476.84,237017.0,9112.0,132.0,5597.01
NF_2025,Nature First,Brand Image,Gen Z,TikTok,2025-03-06,6074.09,164887.0,9112.0,53.0,3936.17
HP_2025,Holiday Prep,Seasonal Education,Seniors,Email,11-18-2025,3998.38,23443.0,4564.0,1844.0,155872.79
BF_2025,Black Friday,Seasonal Sale,Adults,facebook,2025-11-24,13364.65,199923.0,12649.0,1540.0,136348.48
PL_2025,Product Launch,Product Launch,Adults,YouTube,2025-02-05,37631.49,1270084.0,33683.0,630.0,50229.42
PL_2025,Product Launch,Product Launch,Seniors,Facebook,2025-01-19,18382.56,91791.0,6426.0,166.0,15044.6
HP_2025,Holiday Prep,Seasonal Education,Seniors,Email,2025-10-30,2100.82,9988.0,803.0,470.0,47586.57
NF_2025,Nature First,Brand Image,Gen Z,YouTube ,2025-05-22,6473.62,100973.0,3105.0,23.0,
HP_2025,Holiday Prep,Seasonal Education,Adults,Instagram,2025-10-31,3314.39,33424.0,1013.0,99.0,8530.84
SCA_2025,Skin Cancer Awareness,Educational Awareness,Seniors,Facebook,2025-05-10,12306.0,350871.0,12231.0,,6331.82
PL_2025,Product Launch,Product Launch, Young Adults,Instagram,2025-03-05,19298.38,216268.0,4728.0,96.0,5654.33
PL_2025,Product Launch,Product Launch,Adults, Email,2025-03-01,8756.4,81627.0,8282.0,694.0,47029.65
NF_2025,Nature First,Brand Image,Young Adults,Instagram,2025-03-26,5012.53,55721.0,5697.0,51.0,4270.11
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,TikTok,2025-04-28,31147.03,2634471.0,128806.0,4529.0,154343.97
DBB_2025,Don't Burn for Beauty,Social Impact,Adults,Facebook,2025-08-12,5073.59,81205.0,2827.0,63.0,2575.28
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Email,2025-05-22,3100.44,4964.0,169.0,79.0,8800.91
DBB_2025,Don't Burn for Beauty,Social Impact,Gen Z,YouTube,2025-07-30,3262.74,239218.0,23219.0,1646.0,52486.05
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,2025-02-17,3228.12,24800.0,1422.0,539.0,
DBB_2025,Don't Burn for Beauty, Social Impact,Young Adults,Instagram,2025-08-08,5163.94,209797.0,9349.0,323.0,12023.09
NF_2025,Nature First,Brand Image,Parents,Email,2025-03-08,3706.09,12649.0,504.0,15.0,1026.89
TSF_2025,TikTok Skin Fails,Trend Counter,Young Adults,Facebook,2025-05-13,2552.58,183193.0,3899.0,,2272.32
DBB_2025,Don't Burn for Beauty,Social Impact,Young Adults,TikTok,2025-07-03,6302.08,585477.0,35753.0,1378.0,55477.85
AAR_2025,Anti-Aging Routine,Product Education,Adults,YouTube,2025-05-10,3103.83,58845.0,2269.0,829.0,61827.91
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Instagram,2025-05-18,5424.9,64421.0,,344.0,13989.79
NF_2025,Nature First,Brand Image,Young Adults,YouTube,2025-03-04,7208.31,99508.0,,182.0,9149.7
SS_2025,Summer Sale, Seasonal Sale,Adults,Email,2025-06-16,2368.38,9619.0,535.0,253.0,15981.82
SCA_2025,Skin Cancer Awareness,Educational Awareness,Adults,Facebook,2025-05-23,6410.5,260665.0,4429.0,39.0,1043.18
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Email,2025-05-30,7730.95,41355.0,1451.0,474.0,31012.8
TSF_2025,TikTok Skin Fails,Trend Counter,Gen Z,Instagram,2025-04-23,10183.68,645259.0,13849.0,400.0,8952.41
HP_2025,Holiday Prep,Seasonal Education,Seniors,Email,2025-11-28,5171.91,9658.0,685.0,252.0,25314.23
SS_2025,Summer Sale,Seasonal Sale,Young Adults,Facebook,2025-06-20,3788.76,44465.0,1836.0,168.0,11919.89
SS_2025,Summer Sale ,Seasonal Sale,Gen Z,TikTok,2025-06-01,20891.16,1408482.0,128116.0,9994.0,439864.31
AAR_2025,Anti-Aging Routine,Product Education,Adults,LinkedIn,15.05.2025,6457.5,35466.0,1181.0,661.0,43141.12
AAR_2025,Anti-Aging Routine,Product Education,Seniors,Facebook,2025-01-14,4906.53,35789.0,1868.0,232.0,21314.17
HP_2025,Holiday Prep,Seasonal Education,Seniors,Email,2025-10-31,4618.87,12141.0,1407.0,902.0,82377.08
AAR_2025,Anti-Aging Routine,Product Education,Adults,Facebook,2025-02-19,2856.02,20043.0,503.0,75.0,5941.82
AAR_2025,Anti-Aging Routine,Product Education,Adults,LinkedIn,2025-03-18,3910.5,22329.0,588.0,66.0,7658.28
PL_2025,Product Launch,Product Launch,Young Adults,YouTube,2025-02-08,12094.63,303027.0,5884.0,113.0,9479.59
PL_2025,Product Launch,Product Launch,Young Adults,TikTok,2025-02-16,17509.11,623421.0,9476.0,132.0,7312.5
AAR_2025,Anti-Aging Routine,Product Education,Young Adults,Email,2025-03-12,3263.64,9169.0,948.0,304.0,30368.74
